winner,roundname,home_score,away_behinds,away_score,year,home_behinds,away_goals,away_team,venue,home_goals,home_team,points_away,points_home,state
Port Adelaide,Round 5,91,7.0,115,2015,13.0,18.0,Port Adelaide,Adelaide Oval,13.0,Adelaide,25.0,26.0,South Australia
Geelong,Round 6,59,10.0,100,2015,11.0,15.0,Geelong,M.C.G.,8.0,Collingwood,25.0,19.0,Victoria
North Melbourne,Round 6,109,14.0,74,2015,13.0,10.0,Richmond,Bellerive Oval,16.0,North Melbourne,24.0,29.0,Victoria
St Kilda,Round 6,87,10.0,94,2015,9.0,14.0,St Kilda,Docklands,13.0,Western Bulldogs,24.0,22.0,Victoria
Greater Western Sydney,Round 6,108,14.0,98,2015,12.0,14.0,Hawthorn,Sydney Showground,16.0,Greater Western Sydney,28.0,28.0,New South Wales
Adelaide,Round 6,78,11.0,119,2015,12.0,18.0,Adelaide,Carrara,11.0,Gold Coast,29.0,23.0,Queensland
Sydney,Round 6,50,16.0,88,2015,8.0,12.0,Sydney,M.C.G.,7.0,Melbourne,28.0,15.0,Victoria
Fremantle,Round 6,80,10.0,52,2015,8.0,7.0,Essendon,Subiaco,12.0,Fremantle,17.0,20.0,Western Australia
Brisbane Lions,Round 6,75,12.0,84,2015,9.0,12.0,Brisbane Lions,Docklands,11.0,Carlton,24.0,20.0,Victoria
West Coast,Round 6,68,12.0,78,2015,8.0,11.0,West Coast,Adelaide Oval,10.0,Port Adelaide,23.0,18.0,South Australia
North Melbourne,Round 7,82,15.0,93,2015,10.0,13.0,North Melbourne,Docklands,12.0,Essendon,28.0,22.0,Victoria
Adelaide,Round 7,119,13.0,73,2015,11.0,10.0,St Kilda,Adelaide Oval,18.0,Adelaide,23.0,29.0,South Australia
Hawthorn,Round 7,155,8.0,50,2015,11.0,7.0,Melbourne,M.C.G.,24.0,Hawthorn,15.0,35.0,Victoria
Greater Western Sydney,Round 7,57,21.0,135,2015,3.0,19.0,Greater Western Sydney,Docklands,9.0,Carlton,40.0,12.0,Victoria
Sydney,Round 7,120,11.0,77,2015,12.0,11.0,Geelong,Stadium Australia,18.0,Sydney,22.0,30.0,New South Wales
West Coast,Round 7,135,7.0,43,2015,9.0,6.0,Gold Coast,Subiaco,21.0,West Coast,13.0,30.0,Western Australia
Fremantle,Round 7,88,11.0,101,2015,4.0,15.0,Fremantle,Docklands,14.0,Western Bulldogs,26.0,18.0,Victoria
Richmond,Round 7,105,10.0,100,2015,9.0,15.0,Collingwood,M.C.G.,16.0,Richmond,25.0,25.0,Victoria
Brisbane Lions,Round 7,102,17.0,65,2015,12.0,8.0,Port Adelaide,Gabba,15.0,Brisbane Lions,25.0,27.0,Queensland
Geelong,Round 8,140,9.0,63,2015,8.0,9.0,Carlton,Docklands,22.0,Geelong,18.0,30.0,Victoria
West Coast,Round 8,78,11.0,131,2015,6.0,20.0,West Coast,Docklands,12.0,St Kilda,31.0,18.0,Victoria
Greater Western Sydney,Round 8,108,12.0,84,2015,12.0,12.0,Adelaide,Sydney Showground,16.0,Greater Western Sydney,24.0,28.0,New South Wales
Collingwood,Round 8,63,12.0,132,2015,9.0,20.0,Collingwood,Carrara,9.0,Gold Coast,32.0,18.0,Queensland
Sydney,Round 8,69,7.0,73,2015,15.0,11.0,Sydney,M.C.G.,9.0,Hawthorn,18.0,24.0,Victoria
Fremantle,Round 8,115,12.0,42,2015,13.0,5.0,North Melbourne,Subiaco,17.0,Fremantle,17.0,30.0,Western Australia
Essendon,Round 8,136,6.0,78,2015,10.0,12.0,Brisbane Lions,Docklands,21.0,Essendon,18.0,31.0,Victoria
Melbourne,Round 8,103,10.0,64,2015,13.0,9.0,Western Bulldogs,M.C.G.,15.0,Melbourne,19.0,28.0,Victoria
Richmond,Round 8,43,10.0,76,2015,13.0,11.0,Richmond,Adelaide Oval,5.0,Port Adelaide,21.0,18.0,South Australia
Sydney,Round 9,122,8.0,62,2015,8.0,9.0,Carlton,S.C.G.,19.0,Sydney,17.0,27.0,New South Wales
Hawthorn,Round 9,93,4.0,40,2015,9.0,6.0,Gold Coast,University of Tasmania Stadium,14.0,Hawthorn,10.0,23.0,Victoria
Port Adelaide,Round 9,54,7.0,115,2015,6.0,18.0,Port Adelaide,Traeger Park,8.0,Melbourne,25.0,14.0,Victoria
Western Bulldogs,Round 9,113,2.0,68,2015,17.0,11.0,Greater Western Sydney,Docklands,16.0,Western Bulldogs,13.0,33.0,Victoria
Richmond,Round 9,72,11.0,59,2015,12.0,8.0,Essendon,M.C.G.,10.0,Richmond,19.0,22.0,Victoria
Fremantle,Round 9,57,8.0,68,2015,15.0,10.0,Fremantle,Adelaide Oval,7.0,Adelaide,18.0,22.0,South Australia
St Kilda,Round 9,86,12.0,108,2015,8.0,16.0,St Kilda,Gabba,13.0,Brisbane Lions,28.0,21.0,Queensland
Collingwood,Round 9,112,11.0,95,2015,10.0,14.0,North Melbourne,M.C.G.,17.0,Collingwood,25.0,27.0,Victoria
West Coast,Round 9,120,4.0,64,2015,24.0,10.0,Geelong,Subiaco,16.0,West Coast,14.0,40.0,Western Australia
Richmond,Round 10,70,7.0,97,2015,10.0,15.0,Richmond,Subiaco,10.0,Fremantle,22.0,20.0,Western Australia
Adelaide,Round 10,90,15.0,99,2015,6.0,14.0,Adelaide,M.C.G.,14.0,Carlton,29.0,20.0,Victoria
Sydney,Round 10,41,15.0,93,2015,11.0,13.0,Sydney,Carrara,5.0,Gold Coast,28.0,16.0,Queensland
Geelong,Round 10,53,8.0,122,2015,11.0,19.0,Geelong,Docklands,7.0,Essendon,27.0,18.0,Victoria
Port Adelaide,Round 10,100,8.0,62,2015,4.0,9.0,Western Bulldogs,Adelaide Oval,16.0,Port Adelaide,17.0,20.0,South Australia
Greater Western Sydney,Round 10,97,7.0,67,2015,13.0,10.0,Brisbane Lions,Sydney Showground,14.0,Greater Western Sydney,17.0,27.0,New South Wales
North Melbourne,Round 10,85,15.0,75,2015,7.0,10.0,West Coast,Bellerive Oval,13.0,North Melbourne,25.0,20.0,Victoria
Hawthorn,Round 10,69,12.0,132,2015,9.0,20.0,Hawthorn,Docklands,10.0,St Kilda,32.0,19.0,Victoria
Collingwood,Round 10,85,8.0,110,2015,7.0,17.0,Collingwood,M.C.G.,13.0,Melbourne,25.0,20.0,Victoria
Geelong,Round 11,69,8.0,92,2015,3.0,14.0,Geelong,Adelaide Oval,11.0,Port Adelaide,22.0,14.0,South Australia
Fremantle,Round 11,46,17.0,53,2015,4.0,6.0,Fremantle,Carrara,7.0,Gold Coast,23.0,11.0,Queensland
West Coast,Round 11,96,10.0,46,2015,12.0,6.0,Essendon,Subiaco,14.0,West Coast,16.0,26.0,Western Australia
Sydney,Round 11,75,7.0,91,2015,15.0,14.0,Sydney,Docklands,10.0,North Melbourne,21.0,25.0,Victoria
Collingwood,Round 11,119,11.0,77,2015,11.0,11.0,Greater Western Sydney,M.C.G.,18.0,Collingwood,22.0,29.0,Victoria
St Kilda,Round 11,85,11.0,83,2015,13.0,12.0,Melbourne,Docklands,12.0,St Kilda,23.0,25.0,Victoria
Hawthorn,Round 12,85,12.0,114,2015,13.0,17.0,Hawthorn,Adelaide Oval,12.0,Adelaide,29.0,25.0,South Australia
West Coast,Round 12,70,12.0,90,2015,10.0,13.0,West Coast,M.C.G.,10.0,Richmond,25.0,20.0,Victoria
Carlton,Round 12,110,10.0,106,2015,8.0,16.0,Port Adelaide,M.C.G.,17.0,Carlton,26.0,25.0,Victoria
North Melbourne,Round 12,61,9.0,117,2015,13.0,18.0,North Melbourne,Sydney Showground,8.0,Greater Western Sydney,27.0,21.0,New South Wales
Western Bulldogs,Round 12,146,8.0,74,2015,14.0,11.0,Brisbane Lions,Docklands,22.0,Western Bulldogs,19.0,36.0,Victoria
Melbourne,Round 12,89,5.0,113,2015,11.0,18.0,Melbourne,GMHBA Stadium,13.0,Geelong,23.0,24.0,Victoria
Fremantle,Round 13,80,7.0,73,2015,8.0,11.0,Collingwood,Subiaco,12.0,Fremantle,18.0,20.0,Western Australia
Richmond,Round 13,77,11.0,95,2015,11.0,14.0,Richmond,S.C.G.,11.0,Sydney,25.0,22.0,New South Wales
Hawthorn,Round 13,114,10.0,76,2015,18.0,11.0,Essendon,M.C.G.,16.0,Hawthorn,21.0,34.0,Victoria
Adelaide,Round 13,69,16.0,82,2015,9.0,11.0,Adelaide,Gabba,10.0,Brisbane Lions,27.0,19.0,Queensland
Western Bulldogs,Round 13,56,8.0,62,2015,14.0,9.0,Western Bulldogs,Docklands,7.0,St Kilda,17.0,21.0,Victoria
Carlton,Round 13,103,15.0,69,2015,19.0,9.0,Gold Coast,Docklands,14.0,Carlton,24.0,33.0,Victoria
Sydney,Round 14,94,12.0,84,2015,10.0,12.0,Port Adelaide,S.C.G.,14.0,Sydney,24.0,24.0,New South Wales
Hawthorn,Round 14,91,11.0,101,2015,19.0,15.0,Hawthorn,M.C.G.,12.0,Collingwood,26.0,31.0,Victoria
Richmond,Round 14,78,9.0,69,2015,18.0,10.0,Greater Western Sydney,M.C.G.,10.0,Richmond,19.0,28.0,Victoria
Gold Coast,Round 14,125,10.0,70,2015,11.0,10.0,North Melbourne,Carrara,19.0,Gold Coast,20.0,30.0,Queensland
Western Bulldogs,Round 14,64,11.0,53,2015,10.0,7.0,Carlton,Docklands,9.0,Western Bulldogs,18.0,19.0,Victoria
West Coast,Round 14,60,18.0,114,2015,6.0,16.0,West Coast,Marrara Oval,9.0,Melbourne,34.0,15.0,Victoria
St Kilda,Round 14,52,12.0,162,2015,4.0,25.0,St Kilda,Docklands,8.0,Essendon,37.0,12.0,Victoria
Fremantle,Round 14,84,6.0,48,2015,6.0,7.0,Brisbane Lions,Subiaco,13.0,Fremantle,13.0,19.0,Western Australia
Port Adelaide,Round 15,66,9.0,63,2015,12.0,9.0,Collingwood,Adelaide Oval,9.0,Port Adelaide,18.0,21.0,South Australia
Richmond,Round 15,71,11.0,41,2015,11.0,5.0,Carlton,M.C.G.,10.0,Richmond,16.0,21.0,Victoria
Essendon,Round 15,69,18.0,60,2015,9.0,7.0,Melbourne,M.C.G.,10.0,Essendon,25.0,19.0,Victoria
Western Bulldogs,Round 15,95,7.0,73,2015,11.0,11.0,Gold Coast,Cazaly's Stadium,14.0,Western Bulldogs,18.0,25.0,Victoria
North Melbourne,Round 15,120,13.0,79,2015,12.0,11.0,Geelong,Docklands,18.0,North Melbourne,24.0,30.0,Victoria
West Coast,Round 15,147,7.0,91,2015,15.0,14.0,Adelaide,Subiaco,22.0,West Coast,21.0,37.0,Western Australia
Greater Western Sydney,Round 15,84,13.0,49,2015,12.0,6.0,St Kilda,Sydney Showground,12.0,Greater Western Sydney,19.0,24.0,New South Wales
Hawthorn,Round 15,115,7.0,43,2015,13.0,6.0,Fremantle,University of Tasmania Stadium,17.0,Hawthorn,13.0,30.0,Victoria
Sydney,Round 15,49,10.0,70,2015,7.0,10.0,Sydney,Gabba,7.0,Brisbane Lions,20.0,14.0,Queensland
North Melbourne,Round 16,93,14.0,68,2015,9.0,9.0,Essendon,Docklands,14.0,North Melbourne,23.0,23.0,Victoria
Geelong,Round 16,72,10.0,64,2015,12.0,9.0,Western Bulldogs,GMHBA Stadium,10.0,Geelong,19.0,22.0,Victoria
Greater Western Sydney,Round 16,79,16.0,94,2015,7.0,13.0,Greater Western Sydney,Carrara,12.0,Gold Coast,29.0,19.0,Queensland
West Coast,Round 16,56,21.0,87,2015,14.0,11.0,West Coast,Docklands,7.0,Collingwood,32.0,21.0,Victoria
Hawthorn,Round 16,57,8.0,146,2015,15.0,23.0,Hawthorn,Stadium Australia,7.0,Sydney,31.0,22.0,New South Wales
Fremantle,Round 16,95,5.0,53,2015,17.0,8.0,Carlton,Subiaco,13.0,Fremantle,13.0,30.0,Western Australia
Melbourne,Round 16,60,12.0,36,2015,12.0,4.0,Brisbane Lions,M.C.G.,8.0,Melbourne,16.0,20.0,Victoria
Adelaide,Round 16,113,8.0,116,2015,11.0,18.0,Adelaide,Adelaide Oval,17.0,Port Adelaide,26.0,28.0,South Australia
Richmond,Round 16,73,11.0,89,2015,13.0,13.0,Richmond,Docklands,10.0,St Kilda,24.0,23.0,Victoria
Hawthorn,Round 17,35,11.0,173,2015,11.0,27.0,Hawthorn,Docklands,4.0,Carlton,38.0,15.0,Victoria
Geelong,Round 17,42,15.0,69,2015,6.0,9.0,Geelong,UNSW Canberra Oval,6.0,Greater Western Sydney,24.0,12.0,New South Wales
Adelaide,Round 17,125,8.0,80,2015,11.0,12.0,Gold Coast,Adelaide Oval,19.0,Adelaide,20.0,30.0,South Australia
Fremantle,Round 17,78,10.0,82,2015,18.0,12.0,Fremantle,M.C.G.,10.0,Richmond,22.0,28.0,Victoria
North Melbourne,Round 17,38,14.0,110,2015,8.0,16.0,North Melbourne,Gabba,5.0,Brisbane Lions,30.0,13.0,Queensland
Port Adelaide,Round 17,116,9.0,129,2015,14.0,20.0,Port Adelaide,Docklands,17.0,Essendon,29.0,31.0,Victoria
Western Bulldogs,Round 17,104,8.0,86,2015,14.0,13.0,Collingwood,Docklands,15.0,Western Bulldogs,21.0,29.0,Victoria
St Kilda,Round 17,46,11.0,83,2015,10.0,12.0,St Kilda,M.C.G.,6.0,Melbourne,23.0,16.0,Victoria
West Coast,Round 17,103,9.0,51,2015,13.0,7.0,Sydney,Subiaco,15.0,West Coast,16.0,28.0,Western Australia
Richmond,Round 18,53,11.0,71,2015,11.0,10.0,Richmond,M.C.G.,7.0,Hawthorn,21.0,18.0,Victoria
Geelong,Round 18,113,9.0,57,2015,11.0,8.0,Brisbane Lions,GMHBA Stadium,17.0,Geelong,17.0,28.0,Victoria
